ind,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11407,2012/1/7,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045,0,7,7
11408,2012/8/7,3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0,100,206,306
11409,2011/12/19,4,0,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,12,95,107
11410,2012/6/6,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0,1,37,38
11411,2011/2/10,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0.2239,0,1,1
11412,2011/6/7,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217
11413,2012/6/17,2,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642,91,183,274
11414,2012/1/11,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0,0,4,4
11415,2012/1/14,1,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,3,66,69
11416,2011/3/27,2,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,3,17,20
11417,2011/5/14,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,88,216,304
11418,2011/11/2,4,0,11,14,0,3,1,1,0.5,0.4848,0.45,0.1642,40,132,172
11419,2011/10/10,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0,11,42,53
11420,2011/10/15,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137,179
11421,2012/8/22,3,1,8,16,0,3,1,3,0.74,0.6818,0.55,0.2239,102,358,460
11422,2012/2/4,1,1,2,3,0,6,0,1,0.24,0.2879,0.75,0,1,17,18
11423,2011/10/31,4,0,10,5,0,1,1,1,0.22,0.2727,0.93,0,0,18,18
11424,2012/11/20,4,1,11,3,0,2,1,2,0.34,0.3485,0.71,0.1045,0,2,2
11425,2011/3/25,2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81
11426,2012/5/4,2,1,5,8,0,5,1,1,0.56,0.5303,0.88,0,34,584,618
11427,2011/10/17,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25,37
11428,2012/1/4,1,1,1,6,0,3,1,1,0.02,0.0455,0.41,0.1642,0,59,59
11429,2011/1/1,1,0,1,21,0,6,0,2,0.4,0.4091,0.87,0.194,3,31,34
11430,2011/2/6,1,0,2,9,0,0,0,1,0.28,0.2879,0.56,0.1045,7,38,45
11431,2012/3/4,1,1,3,14,0,0,0,1,0.36,0.3333,0.34,0.3582,106,226,332
11432,2011/12/29,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122
11433,2011/10/10,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0,147,223,370
11434,2011/6/2,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525
11435,2011/12/1,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24
11436,2012/4/29,2,1,4,11,0,0,0,1,0.46,0.4545,0.51,0,128,283,411
11437,2011/4/30,2,0,4,15,0,6,0,1,0.56,0.5303,0.37,0.1343,217,282,499
11438,2012/11/12,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30
11439,2012/6/8,2,1,6,1,0,5,1,1,0.56,0.5303,0.56,0.1642,4,25,29
11440,2011/11/1,4,0,11,5,0,2,1,1,0.32,0.3182,0.81,0.194,0,18,18
11441,2012/6/25,3,1,6,13,0,1,1,1,0.72,0.6667,0.51,0.2985,79,181,260
11442,2011/10/27,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0,16,76,92
11443,2012/2/26,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87
11444,2011/3/16,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,10,144,154
11445,2011/5/19,2,0,5,0,0,4,1,1,0.52,0.5,0.94,0.1045,6,23,29
11446,2012/8/2,3,1,8,0,0,4,1,1,0.7,0.6667,0.74,0,8,55,63
11447,2011/2/9,1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,1,2,3
11448,2012/3/26,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,186
11449,2012/3/19,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801
11450,2011/2/4,1,0,2,10,0,5,1,2,0.2,0.2121,0.51,0.1343,5,46,51
11451,2012/4/1,2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.194,180,271,451
11452,2012/8/11,3,1,8,2,0,6,0,3,0.64,0.5909,0.78,0.194,19,66,85
11453,2012/1/28,1,1,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,18,109,127
11454,2011/12/24,1,0,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343,5,19,24
11455,2012/9/9,3,1,9,7,0,0,0,1,0.54,0.5152,0.73,0.1642,20,50,70
11456,2012/2/23,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222
11457,2012/3/25,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,110,257,367
11458,2012/9/19,3,1,9,5,0,3,1,2,0.52,0.5,0.68,0.2836,2,54,56
11459,2012/12/6,4,1,12,0,0,4,1,1,0.26,0.2424,0.48,0.2836,1,43,44
11460,2012/5/31,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,62,230,292
11461,2012/1/18,1,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,0,10,10
11462,2011/7/22,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,20,95,115
11463,2012/5/2,2,1,5,14,0,3,1,1,0.62,0.6061,0.69,0.0896,51,189,240
11464,2011/11/1,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,3,18,21
11465,2011/8/27,3,0,8,17,0,6,0,3,0.64,0.5758,0.89,0.8358,2,14,16
11466,2012/1/17,1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,0,12,12
11467,2012/8/21,3,1,8,11,0,2,1,1,0.7,0.6515,0.54,0,61,195,256
11468,2011/11/22,4,0,11,16,0,2,1,3,0.44,0.4394,0.94,0,3,59,62
11469,2011/8/18,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56
11470,2012/9/15,3,1,9,17,0,6,0,2,0.66,0.6212,0.36,0.2537,295,434,729
11471,2011/6/26,3,0,6,21,0,0,0,2,0.7,0.6515,0.54,0.1045,48,135,183
11472,2011/12/5,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7
11473,2011/9/15,3,0,9,2,0,4,1,1,0.62,0.5909,0.73,0.1045,0,5,5
11474,2012/11/30,4,1,11,5,0,5,1,1,0.2,0.2576,0.8,0,1,39,40
11475,2011/8/13,3,0,8,10,0,6,0,2,0.72,0.697,0.74,0.2239,97,163,260
11476,2011/10/25,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79,94
11477,2011/8/29,3,0,8,1,0,1,1,1,0.6,0.5909,0.69,0.1045,5,15,20
11478,2012/11/20,4,1,11,0,0,2,1,1,0.32,0.3333,0.7,0.1343,3,26,29
11479,2012/9/23,4,1,9,11,0,0,0,1,0.56,0.5303,0.46,0.2537,186,384,570
11480,2012/4/5,2,1,4,5,0,4,1,1,0.38,0.3939,0.43,0.2836,1,28,29
11481,2011/10/14,4,0,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,0,17,17
11482,2011/1/28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157
11483,2011/8/12,3,0,8,22,0,5,1,1,0.68,0.6364,0.51,0,74,157,231
11484,2011/10/21,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,233
11485,2012/10/12,4,1,10,4,0,5,1,1,0.36,0.3636,0.76,0.1045,0,8,8
11486,2011/8/29,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,22,166,188
11487,2012/3/14,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782
11488,2012/10/10,4,1,10,5,0,3,1,2,0.46,0.4545,0.88,0.0896,2,38,40
11489,2012/8/18,3,1,8,8,0,6,0,1,0.64,0.6061,0.69,0.2537,28,161,189
11490,2011/11/14,4,0,11,17,0,1,1,1,0.62,0.6212,0.46,0.2537,55,464,519
11491,2011/8/2,3,0,8,9,0,2,1,1,0.78,0.697,0.46,0.2985,31,182,213
11492,2012/2/20,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280
11493,2012/2/15,1,1,2,8,0,3,1,1,0.32,0.2879,0.61,0.3582,7,508,515
11494,2011/9/28,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,12,59,71
11495,2012/2/10,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,8,168,176
11496,2011/4/23,2,0,4,11,0,6,0,2,0.46,0.4545,0.88,0.2239,68,164,232
11497,2011/10/8,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0,176,221,397
11498,2012/7/25,3,1,7,14,0,3,1,1,0.8,0.697,0.29,0.1343,88,159,247
11499,2012/12/26,1,1,12,4,0,3,1,1,0.22,0.197,0.69,0.3582,0,2,2
11500,2012/4/17,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,91,217,308
11501,2012/1/1,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5
11502,2011/3/13,1,0,3,8,0,0,0,1,0.4,0.4091,0.5,0.2985,11,23,34
11503,2011/11/3,4,0,11,22,0,4,1,1,0.4,0.4091,0.82,0,21,116,137
11504,2012/9/18,3,1,9,22,0,2,1,3,0.58,0.5455,0.83,0.4627,14,137,151
11505,2011/7/13,3,0,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836,40,134,174
11506,2011/7/10,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,133,244,377
11507,2011/9/15,3,0,9,22,0,4,1,1,0.44,0.4394,0.67,0.2836,7,108,115
11508,2011/2/16,1,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1
11509,2012/8/30,3,1,8,6,0,4,1,1,0.6,0.5606,0.83,0.1642,8,155,163
11510,2011/11/18,4,0,11,2,0,5,1,1,0.24,0.2273,0.44,0.2239,2,8,10
11511,2012/9/6,3,1,9,2,0,4,1,1,0.72,0.697,0.79,0,1,7,8
11512,2012/10/22,4,1,10,9,0,1,1,1,0.46,0.4545,0.63,0.0896,25,335,360
11513,2012/2/8,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,5,276,281
11514,2011/2/18,1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107
11515,2011/9/10,3,0,9,16,0,6,0,1,0.74,0.6818,0.55,0.194,170,261,431
11516,2012/4/30,2,1,4,23,0,1,1,2,0.52,0.5,0.55,0.2239,10,50,60
11517,2011/1/30,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0,0,3,3
11518,2012/11/11,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724
11519,2011/7/20,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138
11520,2012/10/30,4,1,10,21,0,2,1,2,0.3,0.3182,0.87,0.1045,4,60,64
11521,2012/5/1,2,1,5,23,0,2,1,1,0.6,0.5758,0.78,0,16,79,95
11522,2011/7/25,3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0,13,112,125
11523,2011/5/20,2,0,5,18,0,5,1,1,0.6,0.6212,0.56,0.1642,79,394,473
11524,2011/11/22,4,0,11,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,28,32
11525,2011/8/8,3,0,8,11,0,1,1,1,0.82,0.7424,0.48,0.3582,90,89,179
11526,2011/4/5,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160
11527,2012/9/24,4,1,9,19,0,1,1,1,0.52,0.5,0.39,0.1343,56,534,590
11528,2011/10/1,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,28,130,158
11529,2011/4/29,2,0,4,3,0,5,1,1,0.46,0.4545,0.59,0.0896,1,4,5
11530,2012/9/23,4,1,9,6,0,0,0,1,0.44,0.4394,0.62,0.2537,5,11,16
11531,2012/3/8,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342
11532,2011/5/11,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141
11533,2012/4/4,2,1,4,21,0,3,1,1,0.6,0.6061,0.23,0.3284,43,255,298
11534,2011/4/19,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377,421
11535,2012/12/13,4,1,12,21,0,4,1,1,0.28,0.3182,0.48,0,13,200,213
11536,2012/3/11,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147
11537,2011/5/13,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194,18,215,233
11538,2011/12/18,4,0,12,6,0,0,0,1,0.2,0.2121,0.59,0.1343,0,3,3
11539,2012/7/22,3,1,7,20,0,0,0,1,0.7,0.6667,0.74,0.1642,124,254,378
11540,2012/6/19,2,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,86,725,811
11541,2011/2/5,1,0,2,12,0,6,0,3,0.22,0.2273,1,0.1642,10,42,52
11542,2012/10/21,4,1,10,4,0,0,0,1,0.36,0.3485,0.71,0.1642,8,13,21
11543,2011/11/24,4,0,11,0,1,4,0,1,0.32,0.303,0.57,0.2239,1,22,23
11544,2012/4/20,2,1,4,17,0,5,1,1,0.64,0.6212,0.47,0.2836,122,697,819
11545,2011/3/9,1,0,3,2,0,3,1,1,0.26,0.2727,0.52,0.1343,1,1,2
11546,2012/12/18,4,1,12,17,0,2,1,1,0.4,0.4091,0.47,0.4478,39,533,572
11547,2012/10/31,4,1,10,1,0,3,1,2,0.3,0.3182,0.81,0.0896,0,8,8
11548,2012/4/30,2,1,4,3,0,1,1,1,0.4,0.4091,0.76,0.1642,0,4,4
11549,2012/3/9,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141
11550,2012/5/12,2,1,5,17,0,6,0,2,0.66,0.6212,0.36,0.194,233,343,576
11551,2012/1/17,1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,0,57,57
11552,2012/5/25,2,1,5,9,0,5,1,2,0.64,0.5758,0.89,0.1343,52,288,340
11553,2012/12/27,1,1,12,21,0,4,1,2,0.24,0.2273,0.6,0.2537,12,51,63
11554,2011/11/11,4,0,11,13,1,5,0,1,0.38,0.3939,0.37,0.5522,57,179,236
11555,2012/5/1,2,1,5,14,0,2,1,2,0.74,0.6667,0.48,0.2537,37,167,204
11556,2012/11/6,4,1,11,20,0,2,1,1,0.3,0.2879,0.61,0.2239,10,218,228
11557,2011/3/13,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,10,23,33
11558,2012/5/24,2,1,5,12,0,4,1,1,0.7,0.6515,0.58,0.1045,76,213,289
11559,2011/2/26,1,0,2,16,0,6,0,1,0.36,0.3333,0.46,0.2836,41,130,171
11560,2012/9/21,3,1,9,11,0,5,1,1,0.66,0.6212,0.57,0.2239,79,242,321
11561,2012/11/7,4,1,11,8,0,3,1,2,0.26,0.2424,0.6,0.2836,18,583,601
11562,2012/8/31,3,1,8,19,0,5,1,1,0.8,0.7424,0.49,0.1343,91,361,452
11563,2012/5/13,2,1,5,13,0,0,0,1,0.68,0.6364,0.54,0.2537,255,347,602
11564,2011/4/24,2,0,4,22,0,0,0,3,0.54,0.5152,1,0.1642,5,40,45
11565,2012/4/28,2,1,4,6,0,6,0,1,0.34,0.3333,0.49,0.194,10,18,28
11566,2012/3/15,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381
11567,2011/6/8,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116
11568,2011/11/29,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449
11569,2012/11/5,4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,0,53,53
11570,2011/11/1,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,46,252,298
11571,2011/4/10,2,0,4,22,0,0,0,1,0.44,0.4394,0.94,0.2537,12,45,57
11572,2012/8/26,3,1,8,11,0,0,0,1,0.74,0.697,0.66,0.3582,150,332,482
11573,2012/4/30,2,1,4,1,0,1,1,1,0.42,0.4242,0.77,0.0896,9,15,24
11574,2011/2/6,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0,5,57,62
11575,2012/5/15,2,1,5,0,0,2,1,2,0.56,0.5303,0.88,0.1343,7,25,32
11576,2011/12/29,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10
11577,2011/11/11,4,0,11,17,1,5,0,1,0.34,0.303,0.39,0.3284,24,286,310
11578,2011/5/8,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0,126,240,366
11579,2012/5/7,2,1,5,19,0,1,1,1,0.58,0.5455,0.56,0.3284,83,463,546
11580,2012/12/25,1,1,12,21,1,2,0,2,0.3,0.2879,0.65,0.194,8,26,34
11581,2012/3/31,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8
11582,2012/6/24,3,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.1343,1,7,8
11583,2012/9/1,3,1,9,1,0,6,0,1,0.72,0.697,0.74,0.1343,11,68,79
11584,2012/8/2,3,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,90,775,865
11585,2011/7/15,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,71,152,223
11586,2012/1/6,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,1,69,70
11587,2011/4/18,2,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045,41,68,109
11588,2012/3/12,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268
11589,2011/3/18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,5,9,14
11590,2012/10/7,4,1,10,23,0,0,0,1,0.36,0.3485,0.93,0.1343,12,68,80
11591,2012/10/12,4,1,10,16,0,5,1,1,0.46,0.4545,0.41,0.3582,108,412,520
11592,2011/11/26,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,9,38,47
11593,2012/9/6,3,1,9,19,0,4,1,1,0.68,0.6364,0.74,0.2537,54,504,558
11594,2012/4/21,2,1,4,3,0,6,0,1,0.5,0.4848,0.82,0.2239,4,25,29
11595,2011/7/2,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0,9,43,52
11596,2011/1/10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95
11597,2011/2/18,1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169
11598,2011/9/13,3,0,9,19,0,2,1,1,0.68,0.6364,0.69,0.1642,55,341,396
11599,2011/5/19,2,0,5,16,0,4,1,1,0.58,0.5455,0.64,0.194,55,247,302
11600,2012/9/28,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,2,136,138
11601,2011/1/19,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52
11602,2012/1/1,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40
11603,2011/4/19,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,8,114,122
11604,2011/6/16,2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.194,29,232,261
11605,2012/9/17,3,1,9,4,0,1,1,1,0.5,0.4848,0.77,0,2,9,11
11606,2011/6/27,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58,100,158
11607,2011/5/24,2,0,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,74,490,564
11608,2011/3/9,1,0,3,1,0,3,1,1,0.26,0.2727,0.52,0.1343,0,4,4
11609,2011/1/18,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22
11610,2012/7/16,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,27,139,166
11611,2011/10/12,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,5,50,55
11612,2012/11/23,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2836,224,200,424
11613,2012/10/10,4,1,10,21,0,3,1,1,0.5,0.4848,0.51,0.3582,18,251,269
11614,2012/11/25,4,1,11,3,0,0,0,1,0.22,0.2727,0.44,0,0,8,8
11615,2012/4/17,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,65,174,239
11616,2011/11/23,4,0,11,21,0,3,1,1,0.36,0.3182,0.57,0.4627,0,66,66
11617,2012/7/3,3,1,7,23,0,2,1,1,0.66,0.6061,0.83,0,19,152,171
11618,2011/7/8,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,54,175,229
11619,2011/12/7,4,0,12,13,0,3,1,3,0.44,0.4394,1,0.194,5,28,33
11620,2011/3/29,2,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,1,1,2
11621,2011/7/17,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181
11622,2011/9/9,3,0,9,6,0,5,1,2,0.62,0.5152,1,0.1343,3,54,57
11623,2012/5/14,2,1,5,21,0,1,1,2,0.58,0.5455,0.83,0.0896,7,145,152
11624,2011/4/1,2,0,4,16,0,5,1,1,0.34,0.303,0.46,0.4179,42,125,167
11625,2012/3/15,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273
11626,2012/7/11,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195
11627,2011/4/8,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51
11628,2011/10/27,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,12,95,107
11629,2011/7/26,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,8,20,28
11630,2012/8/19,3,1,8,6,0,0,0,2,0.62,0.6061,0.69,0.1045,5,15,20
11631,2012/3/13,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87
11632,2012/4/3,2,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,0,1,1
11633,2011/10/3,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0,26,94,120
11634,2012/8/13,3,1,8,16,0,1,1,1,0.8,0.7121,0.36,0.0896,116,348,464
11635,2012/5/8,2,1,5,18,0,2,1,2,0.64,0.6061,0.69,0.2836,69,641,710
11636,2012/1/14,1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,38,182,220
11637,2012/4/8,2,1,4,6,0,0,0,1,0.36,0.3788,0.37,0,7,21,28
11638,2012/9/30,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680
11639,2011/6/28,3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0,50,246,296
11640,2012/10/13,4,1,10,3,0,6,0,1,0.32,0.303,0.66,0.2239,2,13,15
11641,2012/11/14,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181
11642,2011/4/14,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85,142
11643,2012/4/28,2,1,4,3,0,6,0,1,0.34,0.3182,0.49,0.2239,3,23,26
11644,2011/11/9,4,0,11,22,0,3,1,1,0.4,0.4091,0.87,0,9,105,114
11645,2011/6/10,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,6
11646,2011/1/25,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55
11647,2012/10/7,4,1,10,22,0,0,0,1,0.38,0.3939,0.87,0.1343,7,72,79
11648,2011/4/13,2,0,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,17,100,117
11649,2012/6/12,2,1,6,11,0,2,1,3,0.66,0.6061,0.83,0.3582,8,57,65
11650,2011/11/28,4,0,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109
11651,2011/12/19,4,0,12,8,0,1,1,1,0.2,0.197,0.75,0.194,8,389,397
11652,2011/11/7,4,0,11,4,0,1,1,1,0.32,0.3485,0.93,0,2,4,6
11653,2012/3/21,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,2,8,10
11654,2012/5/11,2,1,5,11,0,5,1,1,0.56,0.5303,0.35,0.2537,88,203,291
11655,2011/4/12,2,0,4,5,0,2,1,2,0.54,0.5152,0.68,0.1343,1,15,16
11656,2012/7/27,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151,199
11657,2011/4/7,2,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,0,1,1
11658,2011/3/26,2,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,110,109,219
11659,2011/4/25,2,0,4,12,0,1,1,1,0.66,0.6212,0.74,0.2537,48,140,188
11660,2012/11/23,4,1,11,1,0,5,1,1,0.28,0.303,0.81,0.0896,2,11,13
11661,2012/2/17,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221
11662,2012/9/6,3,1,9,10,0,4,1,3,0.66,0.5909,0.94,0.1343,9,40,49
11663,2011/4/18,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,29,136,165
11664,2011/10/23,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,50
11665,2011/11/3,4,0,11,1,0,4,1,1,0.34,0.3333,0.81,0.1343,3,12,15
11666,2011/10/28,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,4,32,36
11667,2011/6/14,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,19,346,365
11668,2012/10/19,4,1,10,16,0,5,1,3,0.62,0.6061,0.69,0.3582,131,434,565
11669,2012/4/26,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239,37,281,318
11670,2011/10/22,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8
11671,2011/2/25,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62
11672,2012/7/7,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,34,114,148
11673,2012/3/10,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40
11674,2011/7/22,3,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045,1,6,7
11675,2012/8/31,3,1,8,8,0,5,1,2,0.7,0.6667,0.74,0,36,654,690
11676,2012/4/8,2,1,4,22,0,0,0,1,0.5,0.4848,0.36,0.2239,33,85,118
11677,2011/7/26,3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0,49,102,151
11678,2012/9/19,3,1,9,21,0,3,1,1,0.5,0.4848,0.59,0.1642,25,324,349
11679,2012/11/9,4,1,11,0,0,5,1,1,0.34,0.303,0.49,0.3284,9,46,55
11680,2012/7/28,3,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.194,199,280,479
11681,2011/4/23,2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,168,215,383
11682,2012/11/6,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537,45,227,272
11683,2011/12/24,1,0,12,14,0,6,0,1,0.34,0.303,0.39,0.2985,15,70,85
11684,2011/2/23,1,0,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896,3,206,209
11685,2012/6/5,2,1,6,4,0,2,1,3,0.5,0.4848,0.82,0.194,1,4,5
11686,2011/5/9,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,26,99,125
11687,2011/1/30,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,0,9,50,59
11688,2011/2/3,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,0,39,39
